title,year,url,popularity,verse
Fade Away,2006,http://www.metrolyrics.com/fade-away-lyrics-oasis.html,3,"When I was young I thought I had my own key
I knew exactly what I wanted to be
Now I'm sure
You've boarded up every door
Lived in a bubble days were never ending
Was not concerned about what life was sending
Fantasy was real
Now I know much about the way I feel
I'll paint you the picture
'Cause I don't think you live 'round here no more
I've never even seen the key to the door
We only get what we will settle for
While we're living
The dreams we have as children fade away
While we're living
The dreams we have as children fade away
While we're living
The dreams we have as children fade away
While we're living
The dreams we have as children fade away
Away
Away
They fade away
Away
Away
Now my life has turned another corner
I think it's only best that I should warn you
Dream it while you can
Maybe someday I'll make you understand
I'll paint you the picture
'Cause I don't think you live 'round here no more
I've never even seen the key to the door
We only get what we will settle for
While we're living
The dreams we have as children fade away
While we're living
The dreams we have as children fade away
While we're living
The dreams we have as children fade away
While we're living
The dreams we have as children fade away
Away
Away
They fade away
Away
Away
They fade away
Away
Away
Fade away
Away
Away"
Fade In-Out,2006,http://www.metrolyrics.com/fade-inout-lyrics-oasis.html,3,"Get on the rollercoaster
The fair's in town today
Y'gotta be bad-enough to beat the brave
So get on the helter skelter
Bowl into the fray
Y'gotta be bad-enough to beat the brave
You fade in-out
You fade in-out
Without a doubt
I don't see no shine
Today is just a daydream
Tomorrow we'll be castaway
Coming in-out of nowhere
Singin' rhapsody
Y'gotta be bad-enough to wanna be
Sitting upside a high chair
With the devils refugee
Is gonna be blinded by the light
That follows me
She fade in-out
She fade in-out
Without a doubt
I don't see no shine
Today is just a daydream
Tomorrow she'll be castaway
We fade in-out
We fade in-out
Without a doubt
I don't see no shine
Today is just a daydream
Tomorrow we'll be castaway
Get on the rollercoaster
The fair's in town today
Y'gotta be bad-enough to beat the brave
So get on the helter skelter
Bowl into the fray
Y'gotta be bad-enough to beat the brave
You fade in-out
You fade in-out"
Falling Down,2008,http://www.metrolyrics.com/falling-down-lyrics-oasis.html,3,"Summer sun that blows my mind
Is falling down on all that I've ever known
Time will kiss the world goodbye
Falling down on all that I've ever known
Is all that I've ever known
A dying scream makes no sound
Calling out to all that I've ever known
Here am I, lost and found
Calling out to all
We live a dying dream
If you know what I mean
And all that I've ever known
It's all that I've ever known
Catch the wheel that breaks the butterfly
I cried the rain that fills the ocean wide
I tried to talk with God to no avail
Called him up in-and-out of nowhere
Said ""if you won't save me, please, don't waste my time""
Catch the wheel that breaks the butterfly
I cried the rain that fills the ocean wide
I tried to talk with God to no avail
Called him up in-and-out of nowhere
Said ""if you won't save me, please, don't waste my time""
Summer sun that blows my mind
Is falling down on all that I've ever known
In time we'll kiss the world goodbye
Falling down on all that I've ever known
Is all that I've ever known"
Flashbax,2006,http://www.metrolyrics.com/flashbax-lyrics-oasis.html,0,"I spend my time sittin' on the fence with a mate of mine
I'm tryin to write the line of the story
We believe that everything said is a waste of time
'Cos life is well tried and it bores me
Yeah
Yeah
Yeah
In my well paid opinion
These things they really don't matter
But from my crystal gazing eye
There shines a light, like dynamite
Sittin' on a throne will give a bad back to you
Livin' on my own was like a Flashback
To the days when I was lost and lonely
Saying what I said was just a different story
All your lies well they still bore me
There's nothin' wrong with my world
These things they really don't matter now
I spend my time sittin' on the fence with a mate of mine
I'm tryin to write the line of the story
We believe that everything said is a waste of time
'Cos life is well tried and it bores me
Yeah
Yeah
Yeah
In my well paid opinion
These things they really don't matter
'Cos from my crystal gazin' eye
There shines a light, like dynamite
Sittin' on a throne will give a bad back to you
Livin' on my own was like a Flashback
To the days when I was lost and lonely
Saying what I said was just a different story
All those lies man, they bore me
There's nothin wrong in my world
These things they really don't matter
These things they really don't matter now
Sittin' on a throne will give a bad back to you
Livin' on my own was like a Flashback
To the days when I was lost and lonely
Saying what I said was just a different story
All your lies man, they still bore me There's nothin wrong in my world
And these things they really don't matter
These things they really don't matter now
Don't matter now
Don't matter now
Don't matter now
Don't matter now
Don't matter now
Don't matter now
Don't matter now
Don't matter now"
Force of Nature,2006,http://www.metrolyrics.com/force-of-nature-lyrics-oasis.html,0,"Yeah I feel like a force of nature
Could make you sing like a bird released
If what you seek is the wise man's treasure
You know it's buried beneath your feet
You know you look like a painted picture
I see the cracks freezing on your skin
And as the world slowly turns and hits you
That the thieves of the night
Are coming to take you in
For smoking all my stash
But burning all my cash
I bet you knew right away
It's all over town that
The sun's going down
On the days of your easy life
I bet you knew right away
You dope you don't know where it's at
It's all over town
That the sun's gone down
And it's high time to pray
Yeah I feel like a force of nature
Could make you sing like a bird released
If what you seek is the wise man's treasure
You know it's buried beneath your feet
You know you look like a faded picture
I see the cracks frozen on your skin
As the world slowly turns and hits you
Then the thieves of the night
Are coming to take you in
For smoking all my stash
But burning all my cash
I bet you knew right away
It's all over town that
The sun's going down
On the days of your easy life
I bet you knew right away
You dope you don't know where it's at
It's all over if you're begging me please
Then yer get on your knees and pray
Yer smoking all my stash
Yer burning all my cash
I bet you knew right away
It's all over town that
The sun's gone down
And it's high time to pray"
Forces of Nature,2007,http://www.metrolyrics.com/forces-of-nature-lyrics-oasis.html,0,"Yeah I feel like a force of nature
Could make you sing like a bird released
If what you seek is the wise man's treasure
You know it's buried beneath your feet
You know you look like a painted picture
I see the cracks freezing on your skin
And as the world slowly turns and hits you
That the thieves of the night
Are coming to take you in
For smoking all my stash
But burning all my cash
I bet you knew right away
It's all over town that
The sun's going down
On the days of your easy life
I bet you knew right away
You dope you don't know where it's at
It's all over town
That the sun's gone down
And it's high time to pray
Yeah I feel like a force of nature
Could make you sing like a bird released
If what you seek is the wise man's treasure
You know it's buried beneath your feet
You know you look like a faded picture
I see the cracks frozen on your skin
As the world slowly turns and hits you
Then the thieves of the night
Are coming to take you in
For smoking all my stash
But burning all my cash
I bet you knew right away
It's all over town that
The sun's going down
On the days of your easy life
I bet you knew right away
You dope you don't know where it's at
It's all over if you're begging me please
Then yer get on your knees and pray
Yer smoking all my stash
Yer burning all my cash
I bet you knew right away
It's all over town that
The sun's gone down
And it's high time to pray"
Fuckin' In The Bushes,2006,http://www.metrolyrics.com/fuckin-in-the-bushes-lyrics-oasis.html,0,"We put this festival on you bastards
With a lotta love
We worked one year for you pigs
And you want to break our walls down
And you wanna destroy us
Well you go to hell
Kids running around naked fucking in the bushes
Kids running around naked fucking in the bushes
Kids running around naked fucking in the bushes
Kids running around naked fucking in the bushes
I love it
Kids running around naked fucking in the bushes
Kids running around naked fucking in the bushes
Kids running around naked fucking in the bushes
Kids running around naked fucking in the bushes
I love it
Room for everybody here
Yes all are welcome
Yes indeed I love them
Fun
Nice
Life
Youths
Beautiful
I'm all for it
I love it
Room for everybody here
Yes all are welcome
Yes indeed I love them
Fun
Nice
Life
Youths
Beautiful
I'm all for it"
Full On,2006,http://www.metrolyrics.com/full-on-lyrics-oasis.html,0,"I hear my heart beatin faster
I feel it in my bones
I want it now 'cos I have ta
But why, no-one knows
I'm like the angel on the A train
My eyes are diamond white
From the cradle till your insane
For life you have to fight
But no-one knows why there's a spirit in the sky, why there we stay for so long
He will understand, while I take him by the hand, why life's time tunnel is long
And it will be alright
If you stay tonight
It's where we both belong
It's gonna be full on
It's gonna be full on
It's gonna be full on
It's gonna be full on
It's gonna be full on
I hear my heart beatin faster
I feel it in my bones
I want it now 'cos I have ta
But why, no-one knows
I'm like the angel on the A train
My eyes are diamond white
From the cradle till your insane
For life you have to fight
But no-one knows why there's a spirit in the sky, why there we stay for so long
He will understand, while I take him by the hand, why life's time tunnel is long
And it will be alright
If you stay tonight
It's where we both belong
It's gonna be full on
It's gonna be full on
It's gonna be full on
It's gonna be full on
It's gonna be full on
It's gonna be alright
You're gonna stay tonight
It's where we both belong
It's gonna be full on
It's gonna be full on
It's gonna be full on
It's gonna be full on
It's gonna be full on
It's gonna be full on
It's gonna be full on
It's gonna be full on"
Gas Panic,2006,http://www.metrolyrics.com/gas-panic-lyrics-oasis.html,3,"What tongueless ghost of sin crept through my curtains?
Sailing on a sea of sweat on a stormy night
I think he don't got a name but I can't be certain
And in me he starts to confide
That my family don't seem so familiar
And my enemies all know my name
And if you hear me tap on your window
Yer better get on yer knees and pray panic is on the way
My pulse pumps out a beat to the ghost dancer
My eyes are dead and my throat's like a black hole
And if there's a god would he give another chancer
An hour to sing for his soul
Cos my family don't seem so familiar
And my enemies all know my name
And when you hear me tap on yer window
Yer better get on yer knees and pray panic is on the way
Cos my family don't seem so familiar
And my enemies all know my name
And when you hear me tap on yer window
Then you get on your knees and you better pray
Cos my family don't seem so familiar
And my enemies all know my name
And when you hear me tap on your window
Yer better get on yer knees and pray panic is on the way
Panic is on the way
Panic is on the way
Panic is on the way"
Getting Older,2007,http://www.metrolyrics.com/getting-older-lyrics-oasis.html,0,"It's nine o'clock, I'm getting tired
I'm sick of all my records
And the clothes I bought today
Am I cracking up, or just getting older?
I'm staying in, I can't be bothered
Making conversation
With the friends that I don't know
Am I cracking up, or just getting older?
And I bet that this is how life
Turns out when you're finally grown
And you know if this my life
I'll sit around all day and I'll moan
I'm halfway up to the bottom
Of another bottle
Of my next best favorite friend
Am I cracking up or just getting older?
You're not cracking up
You're just getting older
We're not cracking up
We're just getting older"
Go Let It Out,2006,http://www.metrolyrics.com/go-let-it-out-lyrics-oasis.html,3,"Paint no illusion, try to click with whatcha got
Taste every potion cos if yer like yerself a lot
Go let it out, go let it in, go let it out
Life is precocious in a most perculiar way
Sister psychosis don't got a lot to say
She go let it out, she go let it in, she go let it out
She go let it out, she go let it in, she go let it out
Is it any wonder why Princes & Kings
Are clowns that caper in their sawdust rings
And ordinary people that are like you and me
We're the keepers of their destiny
I'm goin' leaving this city, I'm goin' drivin' outta town
And your comin' with me the right time is always now
To go let it out, and go let it in, and go let it out
To go let it out, to go let it in, and go let it out
Is it any wonder why Princes and Kings
Are clowns that caper in their sawdust rings
Cos ordinary people that are like you and me
We're the builders of their destiny
We're the builders of their destiny
We're the builders of their destiny
We're the builders of their destiny
So go let it out - go let it in
Go let it out - don't let it in
Go let it out - go let it in
Go let it out - don't let it in - don't let it in -don't let it in"
Going Nowhere,2006,http://www.metrolyrics.com/going-nowhere-lyrics-oasis.html,3,"I hate the way that you've taken back
Everything you've given to me
And the way that you'd always say
It's nothing to do with me
Different versions of many men
Come before you came
All their questions was similar
The answers just the same
I gonna get me a motor car
Maybe a Jaguar maybe a plane or a day of fame
I gonna be a millionaire so can you take me there
Wanna be wild cos my life's so tame
Here am I, going nowhere on a train
Here am I, growing older in the rain
I hate the way that you've taken back
Everything you've given to me
And the way that you'd always say
It's nothing to do with me
Different versions of many men
Come before you came
All their questions was similar
The answers just the same
I'm gonna get me a motor car
Maybe a Jaguar maybe a plane or a day of fame
I'm gonna be a millionaire so can you take me there
Wanna be wild cos my life's so tame
Here am I, going nowhere on a train
Here am I, growing older in the rain
Here am I, going nowhere on a train
Here am I, gettin lost and lonely, sad and only wild sometimes cos my life feels so tame"
Goodbye Cold World,2006,http://www.metrolyrics.com/goodbye-cold-world-lyrics-oasis.html,0,"Say goodbye cold world
Say I'm leaving you today
Goodbye
Goodbye
Goodbye
I said goodbye all you people
There's nothing you can say
Make me change my mind
Goodbye"
Guess God Thinks I'm Abel,2005,http://www.metrolyrics.com/guess-god-thinks-im-abel-lyrics-oasis.html,0,"I could be your lover
You could be all mine
We'd go on forever
Til the end of time
You could be my best friend
Stay up all night long
You could be my railroad
We'd go on and on
Let's get along, there's nothing here to do
Let's go find a rainbow
I could be wrong but what am I to do?
Guess God thinks I'm Abel
You could be my enemy
I guess there's still time
I'd get 'round to loving you
Is that such a crime?
Let's get along, there's nothing here to do
Let's go find a rainbow
I could be wrong but what am I to do?
Guess God thinks I'm Abel
No one can break us
No one could take us
If we try
No one can break us
No one could take us
If we try
No one can break us
No one could take us
If we've tried
Come along, let's make it tonight"
Half The World Away,2006,http://www.metrolyrics.com/half-the-world-away-lyrics-oasis.html,7,"I would like to leave this city
This old town don't smell too pretty and
I can feel the warning signs running around my mind
And when I leave this island I'll book myself into a soul asylum
'Cos I can feel the warning signs running around my mind
So here I go, I'm still scratching around in the same old hole
My body feels young but my mind is very old
So what do you say?
You can give me the dreams that are mine anyway
You're half the world away
Half the world away
Half the world away
I've been lost, I've been found but I don't feel down
And when I leave this planet
You know I'd stay but I just can't stand it and
I can feel the warning signs running around my mind
And if I could leave this spirit I'd find me a hole and I'll live in it and
I can feel the warning signs running around my mind
Here I go, I'm still scratching around in the same old hole
My body feels young but my mind is very old
So what do you say?
You can give me the dreams that are mine anyway
Half the world away
Half the world away
Half the world away
I've been lost, I've been found but I don't feel down
No, I don't feel down
No, I don't feel down
I don't feel down
I don't feel down
I don't feel down
I don't feel down"
Headshrinker,2006,http://www.metrolyrics.com/headshrinker-lyrics-oasis.html,2,"I know a girl who's lost and lonely
Sits by the phone on her own
But the phone don't ring
And the birds don't sing in her tree
She lost herself in a haze of pity
And doesn't know where to run
She needs a headshrinker now
And I think it's time we had some fun
Lost in a fog
I've been treated like a dog
And I'm out of here
I got no name
And I feel no shame
And I got no fear
And I bow down
To the tears of a clown
Whatever's going down
Is coming around
I hope you don't regret today
For the rest of your lives
For the rest of your lives
For the rest of your lives
For the rest of your lives
Lost in a fog
I've been treated like a dog
And I'm out of here
I got no name
And I feel no shame
And I got no fear
And I bow down
To the tears of a clown
Whatever's going down
Is coming around
I hope you don't regret today
For the rest of your lives
I know a girl who's lost and lonely
Sits by the phone on her own
But the phone don't ring
And the birds don't sing in her tree
She lost herself in a haze of pity
And doesn't know where to run
She needs a headshrinker now
And I think it's time we had some fun
Lost in a fog
I've been treated like a dog
And I'm out of here
I got no name
And I feel no shame
And I got no fear
And I bow down
To the tears of a clown
Whatever's going down
Is coming around
I hope you don't regret today
For the rest of your lives
For the rest of your lives
For the rest of your lives
For the rest of your lives"
Hello,1995,http://www.metrolyrics.com/hello-lyrics-oasis.html,3,"I don't feel as if I know you
You take up all my time
The days are long and the night will throw you away
Coz the sun don't shine
Nobody ever mentions the weather can make or break your day
Nobody ever seems to remember life is a game we play
We live in the shadows and we had the chance and threw it away
And it's never gonna be the same
Cos the years are following by like the rain
And it's never gonna be the same
'Til the life I knew comes to my house and says
Hello
There ain't no sense in feeling lonely
They got no faith in you
But I've got a feeling you still owe me
So wipe the shit from your shoes
Nobody ever mentions the weather can make or break your day
Nobody ever seems to remember life is a game we play
We live in the shadows and we had the chance and threw it away
And it's never gonna be the same
Cos the years are following by like the rain
And it's never gonna be the same
'Til the life I knew comes to my house and says
Hello
Hello!
Hello!
Hello!
Hello!
It's good to be back"
Help!,2006,http://www.metrolyrics.com/help-lyrics-oasis.html,4,"Help, I need somebody,
Help, not just anybody,
Help, you know I need someone, help.
When I was younger, so much younger than today,
I never needed anybody's help in any way.
But now these days are gone, I'm not so self assured,
Now I find I've changed my mind and opened up the doors.
Help me if you can, I'm feeling down
And I do appreciate you being round.
Help me, get my feet back on the ground,
Won't you please, please help me.
And now my life has changed in oh so many ways,
My independence seems to vanish in the haze.
But every now and then I feel so insecure,
I know that I just need you like I've never done before.
Help me if you can, I'm feeling down
And I do appreciate you being round.
Help me, get my feet back on the ground,
Won't you please, please help me.
When I was younger, so much younger than today,
I never needed anybody's help in any way.
But now these daya are gone, I'm not so self assured,
Now I find I've changed my mind and opened up the doors.
Help me if you can, I'm feeling down
And I do appreciate you being round.
Help me, get my feet back on the ground,
Won't you please, please help me, help me, help me, oh."
Helter Skelter,2006,http://www.metrolyrics.com/helter-skelter-lyrics-oasis.html,0,"When I get to the bottom I go back to the top of the slide
Where I stop and I turn and I go for a ride
Get to the bottom and I see you again
Yeah, Yeah, Yeah
Do you, don't you want me to love you?
I'm coming down fast but I'm miles above you
Tell me, tell me, tell me the answer
You may be a lover but you ain't no dancer.
Helter skelter
Helter skelter
Helter skelter
Do you, don't you want me to make you?
I'm coming down fast but don't let me break you
Tell me, tell me, tell me the answer
You may be a lover but you ain't no dancer.
Look out
Helter skelter
Helter skelter
Helter skelter
When I get to the bottom I go back to the top of my slide
Where I stop and I turn and I go for a ride
Get to the bottom and I see you again
Yeah, Yeah, Yeah
Do you, don't you want me to love you?
I'm coming down fast but I'm miles above you
Tell me, tell me, tell me the answer
You may be a lover but you ain't no dancer.
Helter skelter
Helter skelter
Helter skelter
Helter skelter
Helter skelter
Helter skelter
You're coming down fast
Yeah, you're coming down fast
You're coming down fast
You're coming down fast
You're coming down fast
Yeah, Yeah, Yeah"
Heroes,2006,http://www.metrolyrics.com/heroes-lyrics-oasis.html,0,"I, I wish I could swim
Just like a dolphin, like dolphins can swim
And nothing, is gonna keep us together
And we can beat them, for ever and ever
Cos we can be heroes, just for one day
I, I will be king
And you, you're gonna be my queen
Yeah but nothing, is gonna drive us away
Cos we can be heroes, just for one day
And we're gonna be ourselves, just for one day
I, I can remember (I remember)
When I was standing, by the wall (by the wall)
And then the guns, they shot over our heads (over our heads)
And then we kissed, as though nothing could fall (nothing could fall)
Well then the shame, yeah, the shame was on their side
But we're gonna beat them, for ever and ever
Then we could be heroes, just for one day
We can be heroes
We can be heroes
We can be heroes
Just for one day
We can be heroes
We're nothing, and nothing will help us
Maybe we're lying, then you better not stay
But we could be safer, just for one day
Oh-oh-oh-ohh, oh-oh-oh-ohh, just for one day
Though nothing, will keep us together
We could steal time, just for one day
We can be heroes, for ever and ever
What d'you say?"
"Hey Hey, My My",2006,http://www.metrolyrics.com/hey-hey-my-my-lyrics-oasis.html,4,"Hey hey, my my
Rock and roll will never die
There's more to the picture than meets the eye
Hey hey, my my
Get out of the blue and into the black
They give you this but you pay for for that
And when you die, no you won't come back
Cos your out of the blue and into the black
My my, hey hey
Rock and roll is here to stay
It's better to burn out than to fade away
My my, hey hey"
Hey Now !,1995,http://www.metrolyrics.com/hey-now-lyrics-oasis.html,1,"I hitched a ride with my soul by the side of the road
Just as the sky turned black
I took a walk with my fame down memory lane
I never did find my way back
You know that I gotta say time's slipping away
And what will it hold for me?
What am I gonna do while I'm looking at you?
You're standing ignoring me
I thought that I heard someone say now
There's no time for running away now
Hey now, hey now!
Feel no shame, 'cause time's no chain
Feel no shame
The first thing I saw as I walked through the door
Was a sign on the wall that read:
It said you might never know that I want you to know
What is written inside of your head
And time as it stands won't be held in my hands
Or living inside of my skin
And as it fell from the sky I asked myself ""why,
can I never let anyone in?""
I thought that I heard someone say now
There's no time for running away now
Hey now, hey now!
Feel no shame, 'cause time's no chain
Feel no shame
Feel no shame, 'cause time's no chain
Feel no shame
I hitched a ride with my soul by the side of the road
Just as the sky turned black
I took a walk with my fame down memory lane
I never did find my way back
You know that I gotta say time's slipping away
And what will it hold for me?
What am I gonna do while I'm looking at you?
You're standing ignoring me
I thought that I heard someone say now
There's no time for running away now
Hey now, hey now, hey now, hey now, hey now 2X
Feel no shame, 'cause time's no chain
Feel no shame, 'cause time's no chain
Feel no shame, 'cause time's no chain
Feel no shame"
How Does It Feel,2007,http://www.metrolyrics.com/how-does-it-feel-lyrics-oasis.html,2,"How does it feel like, to wake up in the sun.
How does it feel like, to shine on everyone.
How does it feel like, to let fovever be.
How does it feel like, to spend a little lifetime sitting in the gutter.
Scream out sympathy.
How does it feel like, to sail on the breeze.
How does it feel like, to spend a little lifetime sitting in the gutter.
Scream out sympathy.
How does it feel like, to make it happening.
How does it feel like, to breathe with everything.
How does it feel like, to let forever be.
How does it feel like, to spend a little lifetime sitting in the gutter.
Scream out sympathy.
How does it feel like, to be a Cristophe (!?)
How does it feel like, to spend a little lifetime sitting in the gutter.
Scream out sympathy."
Hung in a Bad Place,2006,http://www.metrolyrics.com/hung-in-a-bad-place-lyrics-oasis.html,0,"I can go where I wanna
Be who I wanna be now
I can sleep under water
Never worry, what I'm gonna dream now
Yeah, the times come and gone
And I know where I'm from I can be so
It's hasta manyana
You're on your own banana skin, feel now
Yeah, I've been hung in a bad place
Had no sun on my face
I've been hung in a bad place
For too long
I can say what I wanna
Feel how I wanna feel now
I can squeeze all the hours
I choose to devour with ease now
I can sing to the trees
Tarzan on harmonies for free, yeah
You've been blocked and you're storming
Nature is calling for me, you got me
Yeah, I've been hung in a bad place
Had no sun on my face
I've been hung in a bad place
For too long
Yeah, I've been hung in a bad place
Had no sun on my face
I've been hung in a bad place
For too long, for too long, for too long
For too long, for too long, for too long
For too long, for too long, for too long"
I Am The Walrus,2006,http://www.metrolyrics.com/i-am-the-walrus-lyrics-oasis.html,0,"I am he as you are he as you are me and we are all together
See how they run like pigs from a gun, see how they fly
I'm crying
Sitting on a cornflake, waiting for the van to come
Corporation T-shirt, stupid bloody Tuesday
Man, you been a naughty boy, you let your face grow long
I am the egg man, they are the egg men
I am the walrus, goo goo g'joob
Mister City Policeman sitting, pretty little policemen in a row
See how they fly like Lucy in the Sky, see how they run
I'm crying, I'm crying, I'm crying, I'm crying
Yellow matter custard, dripping from a dead dog's eye
Crabalocker fishwife, pornographic priestess
Boy, you been a naughty girl, you let your knickers down
I am the egg man, they are the egg men
I am the walrus, goo goo g'joob g'goo goo g'joob
Sitting in an English garden waiting for the sun
If the sun don't come, you get a tan
From standing in the English rain
'Cause I am the egg man, we are the egg men
And I am the walrus, goo goo g'joob g'goo goo g'joob
Experts, experts choking smokers
Don't you thing the joker laughs at you?
See how they smile like pigs in a sty
See how they snide, I'm crying
Semolina Pilchard, climbing up the Eiffel Tower
Elementary penguin singing Hari Krishna
Man, you should have seen them kicking Edgar Allan Poe
I am the egg man, we are the egg men
I am the walrus, goo goo g'joob g'goo goo g'joob
Goo goo g'joob g'goo goo g'joob g'goo"
I Believe In All,2008,http://www.metrolyrics.com/i-believe-in-all-lyrics-oasis.html,0,"I can take 'em all
So I leave you with this thought
There's a fire in the sky
I don't need no alibi
See I believe in all
And do you hear me when I say
That I gotta walk this way
There's a fire in the sky
I don't need no alibi
See I believe in all
And I will catch you when you fall
That's what I'm gonna do
And I will catch you if you call
That's what I'm gonna do
I can see for miles
And I can see you and your crimes
There's a fire in the sky
I don't need no alibi
See I believe in all
Do you hear me when I say
That I gotta walk this way
There's a fire in the sky
I don't need no alibi
See I believe in all
And I will catch you when you fall
That's what I'm gonna do
And I will catch you if you call
That's what I'm gonna do"
I Can See A Liar,2006,http://www.metrolyrics.com/i-can-see-a-liar-lyrics-oasis.html,0,"Baby the time is right to tell it all like it is
And now that I feel god like there's nothing that can't be kissed
The name of a lonely soul is scratched into my brain
He thought he was king creole
Until he found out, until he found out
He sits upon a throne
He lives a sleazy lie
But he's all alone again, again
I can see a liar, sitting by the fire
Trouble in his heart, laughing at the thought
Coming as he goes into overdose
I wonder what he thinks of me?
Baby the time is right to tell it all like it is
And now that I feel god like there's nothing that can't be kissed
He sits upon a throne
He lives a sleazy lie
But he's all alone again, again
I can see a liar, sitting by the fire
Trouble in his heart, laughing at the thought
Coming as he goes into overdose
I wonder what he thinks of me?
Baby you're a liar, sitting by the fire
Trouble in your heart, you're laughing at the thought
Yeah baby you're a liar, sitting by the fire
Trouble in your heart, you're laughing at the thought
Coming as you go into overdose
I wonder what you think of me?"
"I Hope, I Think, I Know",2006,http://www.metrolyrics.com/i-hope-i-think-i-know-lyrics-oasis.html,2,"They're trying hard to put me in my place
And that is why I've gotta keep running
The future is mine and it's no disgrace
'Cause in the end the past means nothing
You tell me I'm free then you tie me down
And from my chains I think it's a pity
What did it cost you to wear my crown?
You don't like me why don't you admit it
I feel a little down today, I ain't got much to say
But you're gonna miss me when I'm not there
And you know I don't care, you know I don't care
As we beg and steal and borrow, life is hit an miss and this
I hope, I think, I know if I ever hear the names you call
If I stumble catch me when I fall 'cause baby after all
You'll never forget my name
You'll never forget my name
You're trying hard to put me in my place
And that is why I've gotta keep running
The future is mine and it's your disgrace
'Cause in the end your laugh means nothing
To feel a little down today but you ain't got much to say
Who's gonna miss you when your not there
You know we don't care, you know we don't care
'Cause as we beg and steal and borrow life is hit and miss and this
I hope, I think, I know if I ever hear the names you call
And if I stumble catch me when I fall 'cause baby after all
You'll never forget my name
You'll never forget my name
As we beg and steal and borrow, life is hit and miss and this
I hope, I think, I know, if I ever hear the names you call
And if I stumble catch me when I fall 'cause baby after all
You'll never forget my name
You'll never forget my name
You'll never forget my name
You'll never forget my name
You'll never forget my name"
"I Hope, I Think, I Know (Remastered)",2018,http://www.metrolyrics.com/i-hope-i-think-i-know-remastered-lyrics-oasis.html,0,"They're trying hard to put me in my place
And that is why I've gotta keep running
The future is mine and it's no disgrace
'Cause in the end the past means nothing
You tell me I'm free then you tie me down
And from my chains I think it's a pity
What did it cost you to wear my crown?
You don't like me why don't you admit it
I feel a little down today, I ain't got much to say
But you're gonna miss me when I'm not there
And you know I don't care, you know I don't care
As we beg and steal and borrow, life is hit an miss and this
I hope, I think, I know if I ever hear the names you call
If I stumble catch me when I fall 'cause baby after all
You'll never forget my name
You'll never forget my name
You're trying hard to put me in my place
And that is why I've gotta keep running
The future is mine and it's your disgrace
'Cause in the end your laugh means nothing
To feel a little down today but you ain't got much to say
Who's gonna miss you when your not there
You know we don't care, you know we don't care
'Cause as we beg and steal and borrow life is hit and miss and this
I hope, I think, I know if I ever hear the names you call
And if I stumble catch me when I fall 'cause baby after all
You'll never forget my name
You'll never forget my name
As we beg and steal and borrow, life is hit and miss and this
I hope, I think, I know, if I ever hear the names you call
And if I stumble catch me when I fall 'cause baby after all
You'll never forget my name
You'll never forget my name
You'll never forget my name
You'll never forget my name
You'll never forget my name"
I Wanna Live A Dream,2008,http://www.metrolyrics.com/i-wanna-live-a-dream-lyrics-oasis.html,2,"Help me
To find the light that's shinning on me
To get back what they've taken from me
Build a little fire where it's cold
Show me
The path that leads to all the glory
The words that tell a sarcred story
Build a little fire where it's cold
I wanna live in a dream
In my record machine
I wanna picture the world
And everyone inside my mouth
Cos all the money I waste
Is it a matter of taste?
I wanna picture the world
And you can't make me spit it out
Take me
Back from the darkness
where they sent me
Give hope to places
where it can't be
Build a little fire where it's cold
I wanna live in a dream
In my record machine
I wanna picture the world
And everyone inside my mouth
Cos all the money I waste
Is it a matter of taste?
I wanna picture the world
You can't make me spit it out
You can't give me your reason
I wanna mean what to shine
You can't give me the feelings
Cos they're already mine
You get one in a million
And if the sun won't rise on my soul
Then I'll I go
(Stop the clocks and turn you world around) plays in the background"
"I Wanna Live In A Dream, In My Record Machine",2008,http://www.metrolyrics.com/i-wanna-live-in-a-dream-in-my-record-machine-lyrics-oasis.html,1,"Help me,
To find the light that's shining on me
To get back what they've taken from me
Build a little fire where it's cold
Show me,
The path that leads to all the glory
The words that tell a sacred story
Build a little fire where it's cold
I wanna live in a dream
In my record machine
I wanna picture the world and everyone inside my mouth
'Cos all the money i waste, is it a matter of taste?
I wanna picture the world and you can't make me spit it out
Take me,
Back from the darkness where they
Sent me,
Give hope to places to where they can't be
Build a little fire where it's cold
I wanna live in a dream (I wanna live in a dream)
In my record machine (In my record machine)
I wanna picture the world n' everyone inside my mouth
And all the money I waste (And all the money i waste)
Is it a matter of taste? (is it a matter of taste?)
I wanna picture the world and you can't make me spit it out
You can't give me a reason
I don't need one to shine
You can't give me the feelings
'Cos they're already mine
You get one in a million
And if the sun won't rise
On my soul, then I'll go
(Stop the clocks and turn your world around)"
