title,year,url,popularity,verse
Let's All Make Believe,2006,http://www.metrolyrics.com/lets-all-make-believe-lyrics-oasis.html,2,"Is anyone here prepared to say
Just what they mean or is it too late?
For anyone here to try to do
Just what it takes to get through to you
So let's all make believe
That we're still friends and we like each other
Let's all make believe
In the end we gonna need each other
Strangle my hope and make me pray
To a god I've never seen but who I betray
To the people who live the afterlife
And the place I'll never be 'til I'm crucified
So let's all make believe
We're still friends and we like each other
Let's all make believe
In the end we'll need each other
Let's all make believe
That all mankind's gonna feed our brother
Let's all make believe
That in the end we won't grow old
So let's all make believe
We're still friends and we like each other
Let's all make believe
In the end we'll need each other
Let's all make believe
That all mankind's gonna feed our brother
Let's all make believe
That in the end we won't grow old"
Life in Vain,2006,http://www.metrolyrics.com/life-in-vain-lyrics-oasis.html,0,"I used to live my life in vain
Until today it's been the same
I've gone away to diappear
My life with you was just too dear
A better life is all I need
To free me from this naughty league
I've been and gone
I won't be back
I'll live my life without all that
With my own eyes
I realise
It was time to say goodnight
I was never really sure
But now I know I'm right
I used to live my life in vain
Until today it's been the same
I've gone away to re-appear
My life with you was just too dear
A better life is all I need
To free me from this naughty league
I've been and gone
And I won't be back
And I won't be back"
Listen Up,2006,http://www.metrolyrics.com/listen-up-lyrics-oasis.html,3,"Listen up whats the time said today, I'm gonna speak my mind,
Take me up to the top of the world I wanna see my crime,
Day by day there's a man in a suit who's gonna make you pay,
For the thoughts that you think and the words, they wont let you say.
One fine day,
Gonna leave you all behind,
It wouldn't be so bad, if I had more time.
Sailin' down the river alone,
I'll be trying find my way back home,
But i don't believe in magic,
Life is automatic, but I dont mind being on my own,
No I don't mind being on my own
Listen up whats the time said today, i'm gonna speak my mind,
Take me up to the top of the world i wanna see my crime,
Day by day there's a man in a suit who's gonna make you pay,
For the thoughts that you think and the words, they wont let you say.
One fine day,
Gonna leave you all behind,
It wouldn't be so bad, if i had more time.
Sailin' down the river alone,
i'll be tryna find my way back home,
But i don't beleive in magic,
Life is automatic, but i dont mind being on my own,
No i don't mind being on my own,
No i don't mind being on my own,
I said that i don't mind being on my own.
Sailin' down the river alone,
i'll be tryna find my way back home,
But i don't beleive in magic,
Life is automatic, but i dont mind being on my own,
No i don't mind being on my own,
I said that i don't mind being on my own.
No i don't mind being on my own,
I said that i don't mind being on my own.
No i don't mind being on my own,
I said that i don't mind being on my own."
Little By Little,2007,http://www.metrolyrics.com/little-by-little-lyrics-oasis.html,5,"We the people fight for our existence
We don't claim to be perfect
But we're free
We dream our dreams alone
With no resistance
Fading like the stars we wish to be
You know I didn't mean
What I just said
But my God woke up
On the wrong side of his bed
And it just don't matter now
Cos little by little
We gave you everything
You ever dreamed of
Little by little
The wheels of your life
Have slowly fallen off
Little by little
You have to give it all in all your life
And all the time I just ask myself why
You're really here
True perfection has to be imperfect
I know that that sounds foolish but it's true
The day has come
And now you'll have to accept
The life inside your head we give to you
You know I didn't mean
What I just said
But my God woke up
On the wrong side of his bed
And it just don't matter now
Cos little by little
We gave you everything
You ever dreamed of
Little by little
The wheels of your life
Have slowly fallen off
Little by little
You have to give it all in all your life
And all the time I just ask myself why
You're really here
Hey
Little by little
We gave you everything
You ever dreamed of
Little by little
The wheels of your life
Have slowly fallen off
Little by little
You had to give it all in all your life
And all the time I just ask myself why
You're really here
Why am I really here?
Why am I really here?"
Little James,2006,http://www.metrolyrics.com/little-james-lyrics-oasis.html,0,"Little James
We're all the same
Always seem to look to us
We weren't meant to be grown ups
Thank you for your smile
You make it all worth while to us
Live for your toys
Even though they make noise
Have you ever played with plasticine
Even tried a trampoline
Thank you for your smile
You make it all worthwhile to us
I'm singing this song
For you and your mom
And that's all
It wont be long
Before everyone is gone
Sailed out to sea
Your mom, you and me
You swam the oceans like a child
Life around us was so wild
Thank you for your smile
You make it all worth while to us
I'm singing this song
For you and your mom
And that's all
It wont be long
Before everyone is gone
Na na na na na na
Na na na na na na
Na na na na na na
..."
Live Forever,2006,http://www.metrolyrics.com/live-forever-lyrics-oasis.html,6,"Maybe I don't really wanna know
How your garden grows
Cos I just want to fly
Lately, did you ever feel the pain
In the morning rain
As it soaks you to the bone
Maybe I just want to fly
I want to live I don't want to die
Maybe I just want to breathe
Maybe I just don't believe
Maybe you're the same as me
We see things they'll never see
You and I are gonna live forever
I said, maybe I don't really wanna know
How your garden grows
Cos I just want to fly
Lately, did you ever feel the pain
In the morning rain
As it soaks you to the bone
Maybe I will never be
All the things that I want to be
But now is not the time to cry
Now's the time to find out why
I think you're the same as me
We see things they'll never see
You and I are gonna live forever
Maybe I don't really wanna know
How your garden grows
Cos I just want to fly
Lately, did you ever feel the pain
In the morning rain
As it soaks you to the bone
Maybe I just want to fly
I want to live I don't want to die
Maybe I just want to breathe
Maybe I just don't believe
Maybe you're the same as me
We see things they'll never see
You and I are gonna live forever
Gonna live forever
Gonna live forever
We're gonna live forever
Gonna live forever
Gonna live forever
We're gonna live forever"
Lord Don't Slow Me Down,2007,http://www.metrolyrics.com/lord-dont-slow-me-down-lyrics-oasis.html,0,"I'm tired and I'm sick
Got a habit that I just can't kick
Feel hungover and I'm all in love
When the lights go down
I'm gonna shoot 'em all
Say, alright, don't be afraid
You gotta keep dreaming in the bed you made
And if it tastes like shit
Well, it beats sleeping rough on the floor
Keep saying that my head's locked up in the clouds
Keep praying that the lord won't slow me down
I'm tired and I'm sick
Got a habit that I can't, won't lick
Feel hungover and I'm all in love
Let the lights go down
Me and you are gonna shoot them all"
Love Like A Bomb,2005,http://www.metrolyrics.com/love-like-a-bomb-lyrics-oasis.html,2,"I'm seeing
A whole 'nother world in my mind
Girl I'm feelin'
And breathing in love all the time
You turn me on,
Yer love's like a bomb
Yer blowing my mind
You turn me on,
Yer love's like a bomb
Yer blowing my mind
Am I reaching
The world that I want deep inside?
Girl I mean it
And you hold the key to the shrine
Cos you turn me on,
Yer love's like a bomb
Yer blowing my mind
Cos you turn me on,
Yer love's like a bomb
Yer blowing my mind
(Blowing my mind)
Nah Nah Nah
Nah Nah Nah
I'm seeing
A whole 'nother world in my mind
Girl I'm feelin'
That we've been in love all the time
Cos you turn me on,
Yer love's like a bomb
Yer blowing my mind
Cos you turn me on,
Yer love's like a bomb
Yer blowing my mind
Yeah I'm seeing..."
Lyla,2005,http://www.metrolyrics.com/lyla-lyrics-oasis.html,2,"Callin' all the stars to fall
And catch the silver sunlight in your hands
Come for me and set me free
Lift me up and take me where I stand
She believes in everything
And everyone and you and yours and mine
I waited for a thousand years
For you to come and blow me out my mind
Hey Lyla
A star's about to fall
So what d'you say Lyla
The world around us makes me feel so small Lyla
If you can't hear me call then I can't say Lyla
Heaven'll help you catch me if I fall
She's the queen of all I've seen
And every song and city far and near
Heaven-hell my mademoiselle
She ring the bell for all the world to hear
Hey Lyla
A star's about to fall
So what d'you say Lyla
The world around us makes me feel so small Lyla
If you can't hear me call then I can't say Lyla
Heaven'll help you catch me if I fall
Hey Lyla
A star's about to fall
So what d'you say Lyla
The world around us makes me feel so small Lyla
If you can't hear me call then I can't say Lyla
Heaven'll help you catch me when I fall
Hey Lyla
Hey Lyla
Hey Lyla
Hey Lyla"
Magic Pie,2006,http://www.metrolyrics.com/magic-pie-lyrics-oasis.html,1,"An extraordinary guy can never have an ordinary day,
He might live a long goodbye, but that is not for me to say,
I dig his friends,
I dig his shoes,
But he is just a child with nothing to lose,
But his mind, his mind.
They are sleeping while they dream, but then they want to be adored,
They who don't say what they mean,
Will live and die by their own sword.
I dig their friends,
I dig their shoes,
But they are like a child with nothing to lose,
But their minds, yeah their minds.
I'll have my way,
In my own time,
I'll have my say,
My star will shine.
Cos you see me,
I've got my Magic Pie.
Think of me, yeah that was me
I was that passer by,
I've been and now I've gone.
There are but a thousand days but heading for a thousand years,
Many minds to educate, and people who have disappeared,
To dig my friends, to dig my shoes,
I am like a child with nothing to lose,
But my mind, yeah my mind,
We'll have our way,
In our own time,
We'll have our say,
Cos my star's gonna shine.
Cos you see me,
I've got my Magic Pie.
Think of me, yeah that was me I was that passer by,
I've been and now I've gone.
Cos you see me,
I've got my Magic Pie.
Think of me, yeah that was me I was that passer by,
I've been and now I've gone."
Manuk Dadali,2006,http://www.metrolyrics.com/manuk-dadali-lyrics-oasis.html,2,"Mesat ngapung luhur jauh di awang-awang
Meberkeun jangjangna bangun taya karingrang
Dipika gimir dipika serab ku sasama
Taya karentan kasiuen leber wawanena
Chorus:
Manuk dadali, manuk panggagahna
Perlambang sakti indonesia jaya
Manuk dadali, pangkakoncarana
Resep ngahiji rukun sakabehna
Hirup sauyunan tara pahiri-hiri
Silih pikanyaah teu inggis belapati
Manuk dadali ngandung siloka sinatria
Keur sakumna bangsa di nagara indonesia
Back to chorus"
Married With Children,2006,http://www.metrolyrics.com/married-with-children-lyrics-oasis.html,3,"There's no need for you to say you're sorry
Goodbye, I'm going home
I don't care no more so don't you worry
Goodbye, I'm going home
I hate the way that even though you know you're wrong
You say you're right
I hate the books you read and all your friends
Your music's shite, it keeps me up all night, up all night
There's no need for you to say you're sorry
Goodbye, I'm going home
I don't care no more so don't you worry
Goodbye, I'm going home
I hate the way that you are so sarcastic
And you're not very bright
You think that everything you've done's fantastic
Your music's shite, it keeps me up all night, up all night
And it will be nice to be alone for a week or two
But I know then I will be right, right back here with you
With you, with you, with you, with you, with you, with you
There's no need for you to say you're sorry
Goodbye, I'm going home
I don't care no more so don't you worry
Goodbye, I'm going home"
Merry Xmas Everyone,2007,http://www.metrolyrics.com/merry-xmas-everyone-lyrics-oasis.html,0,"Are you hanging up your stockings on a wall?
It's the time that every centre has a ball
Does he ride a red nosed reindeer?
Do a 'ton up' on a sleigh
Do the fairies keep him sober for a day?
So here it is merry Christmas
Everybody's having fun
Look to the future now
It's only just begun
Are you waiting for your family to arrive?
Are you sure you got the room to spare inside?
Does your granny always tell ya that the old songs are the best?
She'll be up and rock 'n' rollin' with the rest
So here it is merry Christmas
Everybody's having fun
Look to the future now
It's only just begun
What will your daddy do
If he sees ure mama kissin' Santa claus?
Ah ah
Are you hanging up your stockings on a wall?
Are you hoping that the snow will start to fall?
Do you ride on down the hillside in a buggy you have made?
When you land upon your ass then you've been slayed
So here it is merry Christmas
Everybody's having fun
Look to the future now
It's only just begun
So here it is merry Christmas
Everybody's having fun
Look to the future now
It's only just begun
So here it is merry Christmas
Everybody's having fun
Look to the future now
It's only just begun"
Morning Glory,1995,http://www.metrolyrics.com/morning-glory-lyrics-oasis.html,3,"All your dreams are made, when you're chained to the mirror and the razor blade.
Today's the day that all the world will see.
Another sunny afternoon.
Walking to the sound of my favorite tune; tomorrow never knows what it doesn't know
too soon.
Need a little time to wake up.
Need a little time to wake up, wake up.
Need a little time to wake up.
Need a little time to rest your mind; you know you should so I guess you might as
well.
What's the story morning glory?
Well?
You need a little time to wake up, wake up.
Well?
What's the story morning glory?
Well?
Need a little time to wake up, wake up.
All your dreams are made, when you're chained to the mirror and the razor blade.
Today's the day that all the world will see.
Another sunny afternoon.
Walking to the sound of my favorite tune; tomorrow never knows what it doesn't know
too soon.
Need a little time to wake up.
Need a little time to wake up, wake up.
Need a little time to wake up.
Need a little time to rest your mind; you know you should so I guess you might as
well.
What's the story morning glory? Well?
Need a little time to wake up, wake up.
Well?
What's the story morning glory? Well?
You need a little time to wake up, wake up.
Well?
What's the story morning glory? Well?
Need a little time to wake up, wake up.
Well?
What's the story morning glory? Well?
Need a little time to wake up, wake up."
Mrs. Robinson,2007,http://www.metrolyrics.com/mrs-robinson-lyrics-oasis.html,0,"We'd like to know a little bit about your for our files
We'd like to help you learn to help yourself
Look around you, all you see are sympathetic eyes
Stroll around the grounds until you feel at home
And here's to you, Mrs. Robinson
Jesus loves you more than you will know, whoa, oh, oh
God bless you, please, Mrs. Robinson
Heaven holds a place for those who pray
Hey, hey, hey, hey, hey, hey
Hide it in a hiding place where no one ever goes
Put it in your pantry with your cupcakes
It's a little secret it's just the Robinson's affair
Most of all you've got to hide it from the kids
And here's to you, Mrs. Robinson
Jesus loves you more than you will know, whoa, whoa, oh
God bless you, please, Mrs. Robinson
Heaven holds a place for those who pray
Hey, hey, hey, hey, hey, hey
Sitting on a sofa on a Sunday afternoon
Going to the candidate's debate
Laugh about it, shout about it when you've got to choose
Every way you look at it you lose
Where have you gone, Joe DiMaggio
Our nation turns its lonely eyes to you, who, who, who
What's that you say, Mrs. Robinson
Jolting Joe's has left and gone away
Hey, hey, hey
And here's to you, Mrs. Robinson
Jesus loves you more than you ever knew, woo, woo, woo
God bless you, please Mrs. Robinson
Heaven holds a place for those who pray
Hey, hey, hey, hey, hey, hey"
Mucky Fingers,2005,http://www.metrolyrics.com/mucky-fingers-lyrics-oasis.html,0,"I know you think you deserve
An explanation on the meanings of life
But what you think that you heard
Slipped away out the back of your mind
You'll get your mucky fingers burned
You'll get your truth from the lies you were learned
When all your plastic believers will leave us
They won't return
And when you look in that mirror
And you're tying up your buttons and bows
And as you face your disease
You can squeeze into the emperor's clothes
You found your God in a paperback
You get your history from the Union Jack
And all your brothers and sisters have gone
And they won't come back
I'm fed up with life in the city
All the phonies have blown my mind
When I'm gone, you look like you'd miss me
So, come along with me, but don't ask why
'Cause it's all mine
It's all mine
It's all mine
It's all mine
It's all mine
It's all mine
It's all mine
It's all mine"
Must Be The Music,2006,http://www.metrolyrics.com/must-be-the-music-lyrics-oasis.html,0,"Sometimes I listen to what people try to say
And then when I tune in I think, no that's not the way
Sometimes I listen to what people have to say
And then when I tune in I think, no that's not the way
It must be the music
It sounds so confusing
It must be the music
That's opening my eyes
It must be the music
It sounds so confusing
It must be the music
Making me realise
Sometimes I listen to what people try to say
And then when I tune in I think, no that's not the way
Sometimes I listen to what people have to say
And then when I tune in I seem so far away
It must be the music
It sounds so confusing
It must be the music
That's opening my eyes
It must be the music
It sounds so confusing
It must be the music
Making me realise"
My Big Mouth,2006,http://www.metrolyrics.com/my-big-mouth-lyrics-oasis.html,1,"Everybody knows but no one's saying nothing
It was a sound so very loud but no one can hear
I got something in my shoes it's keeping me from walking
Down the long and winding road back home to you
And round this town, you've ceased to be
That's what you get for sleeping with the enemy
Where angels fly you won't play
So guess who's going to take the blame for
My big mouth, my big name
I'll put on my shoes while I'm walking
Slowly down the hall of fame
Into my big mouth, you could fly a plane
I'll put on my shoes while I'm walking
Slowly down the hall of fame
Slowly down the hall of fame
I ain't never spoke to God
And I ain't never been to Heaven
But you assumed I knew the way
Even though the map was given
And as you look into the eyes
Of a bloody cold assassin
It's only then you'll realize
With whose life you have been messing
And round this town, you've ceased to be
That's what you get for sleeping with the enemy
Where angels fly you won't play
So guess who's going to take the blame for
My big mouth, my big name
I'll put on my shoes while I'm walking
Slowly down the hall of fame
Into my big mouth, you could fly a plane
I'll put on my shoes while I'm walking
Slowly down the hall of fame
Slowly down the hall of fame
Slowly down the hall of fame
And round this town, you've ceased to be
That's what you get for sleeping with the enemy
Where angels fly you won't play
So guess who's going to take the blame for
My big mouth, my big name
I'll put on my shoes while I'm walking
Slowly down the hall of fame
Into my big mouth, you could fly a plane
I'll put on my shoes while I'm walking
Slowly down the hall of fame
Slowly down the hall of fame
Slowly down the hall of fame
Slowly down the hall of fame"
My Generation,2006,http://www.metrolyrics.com/my-generation-lyrics-oasis.html,0,"People try to put us d-down
Talkin' 'bout my generation
Just because we get around
Talkin' 'bout my generation
Things they do look awful cold
Talkin' 'bout my generation
I hope I die before I get old
Talkin' 'bout my generation
This is my generation
This is my generation, baby
Why don't you all fade away
Talkin' 'bout my generation
Yeah, and don't try and dig what we all say
Talkin' 'bout my generation
I'm not trying to cause a big sensation
Talkin' 'bout my generation
I'm just talkin' 'bout my generation
Talkin' 'bout my generation
My generation, this is my generation, baby
Why don't you all fade away
Talk-in' 'bout my generation
Yeah, and don't try and dig what we all say
Talkin' 'bout my generation
I'm not trying to cause a big sensation
Talkin' 'bout my generation
I'm just talkin' 'bout my generation
Talkin' 'bout my generation
This is my generation, this is my generation, baby
My my my generation
My my my
My my my generation
People try to put us down
Talkin' 'bout my generation
Just because we get around
Talkin' 'bout my generation
Things they do look awful cold
Talkin' 'bout my generation
Yeah, I hope I die before I get old
Talkin' 'bout my generation
This is my generation,
This is my generation, baby
My my my my generation
This is my generation
This is my..."
My Sister Lover,2006,http://www.metrolyrics.com/my-sister-lover-lyrics-oasis.html,0,"A feeling sleeping deep inside
You hide it so I'll never find
Today I think I'll waste my time
You never notice, you are blind
The dream I have can never be
To photograph what the eye can't see
I fight to live another day
I live to find out, come what may
Faith in our love is something I can never have
Faith in my sister is gonna set me free
Faith in our is something I will never have
Cause the lover I know don't got not faith in me
Your my lover, Your my lover
Your my lover, Your my lover
She gives me light when the sun goes down
She gives me strength when I don't drown
She gives me hope and destiny
She gives me air that I can breathe
Faith in our love is something I can never have
Faith in my sister is gonna set me free
Faith in our love is something I will never have
Cause the lover I know don't got not faith in me
Your my lover, I'm your brother
Your my lover, I'm your brother
Faith in our love is something I can never have
Faith in my sister is gonna set me free
Faith in our love is something I will never have
Cause the lover I know don't got not faith in me
Your my lover, I'm your brother
Your my lover, I'm your brother
Your my lover, I'm your brother
Your my lover, I'm your brother"
Nothin' On Me,2008,http://www.metrolyrics.com/nothin-on-me-lyrics-oasis.html,0,"They got nothing on me anymore They got nothing on you
I don't care what they say anymore
All I want is the truth
I don't feel to unveil
In my soul, singled out
They got nothing on me anymore
They got nothing on you
I don't care what they say anymore
All I want is the truth
I don't feel to unveil
Hear my sound, singled out
Watch my style, pick a place
Wipe the smile from your face
I don't feel to unveil
Hear my sound, singled out
Watch my style, pick a place
Wipe the smile from your face
They got nothing on me anymore They got nothing on you
I don't care what they say anymore
All I want is the truth"
One Way Road,2006,http://www.metrolyrics.com/one-way-road-lyrics-oasis.html,0,"I wanna get high, but I never could take the pain
'cos it would blow away my soul like a hurricane
Like a one man band clapping in the pouring rain
If I know where I'm going, I don't know from where I came
Where we gonna be in summertime?
And are we gonna see the heavens shine
Like diamonds in the sky?
As soon as they come
The feelings they go
All alone, on a one way road
As soon as they come
The feelings they go
All alone, on a one way road
I wanna get high, but I really can't take the pain
'cos it will blow away my soul like a hurricane
I'm like a one man band clapping in the pouring rain
If I know where I'm going, I don't know from where I came
Where we gonna be in summertime?
And are we gonna see the heavens shine
Like diamonds in the sky?
As soon as they come
The feelings they go
All alone, on a one way road
As soon as they come
The feelings they go
All alone, on a one way road"
Part Of The Queue,2005,http://www.metrolyrics.com/part-of-the-queue-lyrics-oasis.html,2,"Suddenly I found
That I'd lost my way in this city
The streets and the thousands of colors
All bleed into one
I fall down, Heaven won't help me
I call out, no one would hear
All of a sudden
I'd lost my way out of the city
Stand tall, stand proud
Every beginning
Is breaking its promise
I'm having trouble
Just finding my soul in this town
The names on the faces in places
They mean nothing to me
It's all they can do
To be part of the queue in this town
I fall down, Heaven won't help me
I call out, no one will hear
Be no tomorrow they say
Well, I say more's the pity
Stand tall, stand proud
Every beginning
Is breaking its promise
I'm having trouble
Just finding my soul in this town
Stand tall, stand proud
Every beginning
Is breaking its promise
I'm having trouble
Just finding my soul in this town
Finding my soul in this town
Keep on trying
Keep on trying
Keep on trying
..."
Pass Me Down The Wine,2007,http://www.metrolyrics.com/pass-me-down-the-wine-lyrics-oasis.html,0,"Will you pass me down the wine?
its getting near that time
What you got tomorrow?
Only pain and sorrow
Will you dance for me tonight
I promise I wont bite
Lets go and see the sun burst
Wait till i go NUMB first
And in the morning come to us
And if the evening showers us
Sing to Us
Will you break it down for me
Coz what will be will be
I can hear the thunder
Gonna stop the hunger
And in the morning come to us
And if the evening showers us
Sing to Us
To all my sisters
Yeh you're looking really fine
Yo all my brothers
Bet you're feeling kinda high
To all the mothers
Well come on now don't be shy
To all the fathers
Who are sick and f**king tired
(Liam Screeching break)"
Put Yer Money Where Yer Mouth Is,2006,http://www.metrolyrics.com/put-yer-money-where-yer-mouth-is-lyrics-oasis.html,0,"Put yer money where yer mouth is
Yer Mamma sez that you was real
Put yer money where yer mouth is
Yer Mamma sez that you was real
Ready or not, come what may
The bets are goin' down for Judgement Day
So put yer money in yer mouth
And yer hands right upon the wheel
Put yer money where yer mouth is
Yer Pappa sez that you was real
Put yer money where yer mouth is
Your pappa sez that you was real
Ready or not, and come what may
You bets are goin' down on Judgement Day
So put yer money in your mouth
And yer hands right upon the wheel
Oow
Ahh
Ahh
Ahh
Put yer money where yer mouth is
Yer Mamma sez that you was real
Put your money where yer mouth is
Yer Mamma sez that you was real
Ready or not, and come what may
The bets are goin' down for Judgement Day
So put yer money in yer mouth
And yer hands right upon the wheel
Ahh
Ahh
Ahh
Watch out
Baby, watch out
No no no no no no, watch out
Baby watch out
Woo
Ahh
Ahh
Ahh"
Put Yer Money Where Your Mouth Is,2006,http://www.metrolyrics.com/put-yer-money-where-your-mouth-is-lyrics-oasis.html,0,"Put yer money where yer mouth is
Yer mama sez that you was real
Put yer money where yer mouth is
Yer mama sez that you was real
Ready or not, come what may
Yer bets are going down for judgement day
So put yer money in yer mouth and yer hands right upon the wheel
Put yer money where yer mouth is
Yer papa sez that you was real
Put yer money where yer mouth is
Yer papa sez that you was real
Ready or not, come what may
You betcher going down on judgement day
So put yer money in yer mouth and yer hands right upon the wheel
Put yer money where yer mouth is
Yer mama sez that you was real
Put yer money where yer mouth is
Yer mama sez that you was real
Ready or not, come what may
Yer bets are going down for judgement day
So put yer money in yer mouth and yer hands right upon the wheel
Watch yer mouth
Hey watch yer mouth
Watch yer mouth
Hey watch yer mouth - Hey!"
Rock 'n' Roll Star,2006,http://www.metrolyrics.com/rock-n-roll-star-lyrics-oasis.html,4,"I live my life in the city
There's no easy way out
The day's moving just too fast for me
I need some time in the sunshine
I gotta slow it right down
The day's moving just too fast for me
I live my life for the stars that shine
People say, ""It's just a waste of time""
When they said, ""I should feed my head""
That to me was just a day in bed
I'll take my car and drive real far
They're not concerned about the way we are
In my mind my dreams are real
Now you concerned about the way I feel
Tonight I'm a rock 'n roll star
Tonight I'm a rock 'n roll star
I live my life in the city
There's no easy way out
The day's moving just too fast for me
I need some time in the sunshine
I gotta slow it right down
The day's moving just too fast for me
I live my life for the stars that shine
People say, ""It's just a waste of time""
When they said, ""I should feed my head""
Well that to me was just a day in bed
I'll take my car and drive real far
They're not concerned about the way we are
In my mind my dreams are real
Now you concerned about the way I feel
Tonight I'm a rock 'n roll star
Tonight I'm a rock 'n roll star
Tonight, I'm a rock 'n roll star
You're not down with who I am
Look at you now
You're all in my hands tonight
Tonight I'm a rock 'n roll star
Tonight I'm a rock 'n roll star
Tonight I'm a rock 'n roll star
It's just rock 'n roll
It's just rock 'n roll
It's just rock 'n roll
It's just rock 'n roll"
Rockin' Chair,2006,http://www.metrolyrics.com/rockin-chair-lyrics-oasis.html,4,"I'm older than I'd wish to be
This town holds no more for me
All my life
I've tried to find another way
I don't care for your attitude
You bring me down I think you're rude
All my life
I've tried to make a better day
It's hard enough being alone
Sittin' here by the phone
Waitin' for my memories
To come and play
It's hard enough sittin' there
Rockin' in your rockin' chair
It's all too much for me to take
When you're not there
It's hard enough being alone
Sittin' here by the phone
Waitin' for my memories
To come and play
It's hard enough sittin' there
Rockin' in your rockin' chair
It's all too much for me to take
When you're not there
I'm older than I'd wish to be
This town holds no more for me
All my life
I've tried to find another way
I don't care for your attitude
You bring me down I think you're rude
All my life
I've tried to make a better day
It's hard enough being alone
Sittin' here by the phone
Waitin' for my memories
To come and play
It's hard enough sittin' there
Rockin' in your rockin' chair
It's all too much for me to take
When you're not there"
Roll It Over,2006,http://www.metrolyrics.com/roll-it-over-lyrics-oasis.html,0,"I can give a hundred million reasons
To build a barricade
I blame it on the changing of the seasons
The thoughts that I've conveyed
Does it make it all right?
It doesn't make it all right
To roll it over my soul and leave me here
Roll it over my soul and leave me here
Look around at all the plastic people
Who live without a care
Try to sit with me around my table
But never bring a chair
Does it make it all right?
It doesn't make it all right
To roll it over my soul and leave me here
Roll it over my soul and leave me here
To roll it over my soul and leave me here
Roll it over my soul and leave me here"
Roll With It,1995,http://www.metrolyrics.com/roll-with-it-lyrics-oasis.html,3,"You gotta roll with it
You gotta take your time
You gotta say what you say
Don't let anybody get in your way
'Cause it's all too much for me to take
Don't ever stand aside
Don't ever be denied
You wanna be who you'd be
If you're coming with me
I think I've got a feeling I've lost inside
I think I'm gonna take me away and hide
I'm thinking of things that I just can't abide
I know the roads down which your life will drive
I find the key that lets you slip inside
Kiss the girl, she's not behind the door
But you know I think I recognize your face
But I've never seen you before
You gotta roll with it
You gotta take your time
You gotta say what you say
Don't let anybody get in your way
'Cause it's all too much for me to take
I know the roads down which your life will drive
I find the key that lets you slip inside
Kiss the girl, she's not behind the door
But you know I think I recognize your face
But I've never seen you before
You gotta roll with it
You gotta take your time
You gotta say what you say
Don't let anybody get in your way
'Cause it's all too much for me to take
Don't ever stand aside
Don't ever be denied
You wanna be who you'd be
If you're coming with me
I think I've got a feeling I've lost inside
I think I've got a feeling I've lost inside
I think I've got a feeling I've lost inside
I think I've got a feeling I've lost inside
I think I've got a feeling I've lost inside
I think I've got a feeling I've lost inside
I think I've got a feeling I've lost inside
I think I've got a feeling I've lost inside
End"
Round Are Way,2006,http://www.metrolyrics.com/round-are-way-lyrics-oasis.html,3,"The paper boy is working before he goes
Lying to the teacher he knows he knows
He didn't and he should've
Brought his lines in yesterday
Ernie bangs the sound and the day begins
The letterbox is open and your cash falls in
I'll meet you at the office
Just before the staff clock in
Round are way the birds are singing
Round are way the sun shines bright
Round are way the birds sing for yer
The already know yer
The game is kicking off in around the park
It's twenty five a side and before it's dark
There's gonna be a loser
And you know the next goal wins
Cab it to the front as it's called a draw
Everybody's knockin at yours once more
Ernie bangs the sound
And no one's spoken since half past four
Round are way the birds are singing
Round are way the sun shines bright
Round are way the birds are minging
Round are way it's alright
Round are way the birds sing for you
Cos the already know yer
They already know yer"
Sad Song,2006,http://www.metrolyrics.com/sad-song-lyrics-oasis.html,0,"Sing a sad song
In a lonely place
Try to put a word in for me
It's been so long
Since I found a space
You better put in two or three
We as people, are just walking 'round
Our heads are firmly fixed in the ground
What we don't see
Well it can't be real
What we don't touch we cannot feel
Where we're living, in this town
The sun is coming up and it's going down
But it's all, just the same at the end of the day
And we cheat and we lie
Nobody says it's wrong
So we don't ask why
Cause it's all, just the same at the end of the day
We're throwing it all away
We're throwing it all away
We're throwing it all away at the end of the day
If you're needing
Something I can give
I know I'd help you if I can
If you're honest, and you say that you did
You know that I would give you my hand
Or a sad song
In a lonely place
I'll try to put a word in for you
Need a shoulder? Well if that's the case
You know there's nothing I wouldn't do
Where we're living, in this town
The sun is coming up and it's going down
But it's all, just the same at the end of the day
And we cheat and we lie
Nobody says it's wrong
So we don't ask why
Cause it's all just the same at the end of the day
Don't throw it all away
Don't throw it all away
Don't throw it all away
Don't throw it all away
(Throwing it all away)
(Throwing it all away)
(Throwing it all away)
Throwing it all away
Throwing it all away
You're throwing it all away at the end of the day"
